id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49634404,King Suite + Kitchen & Reserved Parking – Dog OK,399069771,Heidi,,Marina,37.799881,-122.435287,Private room,336,1,42,7/2/2025,0.81,13,323,8,Licensed hotel/B&B
49634438,"Queen Street Suite, Dog+,  Reserved Parking",399069771,Heidi,,Marina,37.799881,-122.435287,Entire home/apt,209,1,230,8/29/2025,4.47,13,336,49,Licensed hotel/B&B
49635792,Bay Bridge View Entire Studio with Private Parking,30210149,Pruthvi,,South of Market,37.78772,-122.38936,Entire home/apt,186,30,14,3/13/2025,0.28,1,335,1,
49636107,A beautiful cozy house in SF-4 rooms 2 bath,400352309,Hou Dong,,Bayview,37.73407,-122.40326,Entire home/apt,340,4,74,8/11/2025,1.49,1,260,13,STR-0005548
49640324,A Victorian in Heart of SF  - Cable Car Rm,344223871,Jeffrey,,Western Addition,37.7737,-122.42865,Private room,86,1,378,8/17/2025,7.6,4,141,101,2024-006496STR
49708275,"Private Suite  living, kitchenette, bath VIEWS)",1753794,Ashish,,Castro/Upper Market,37.76584,-122.43616,Private room,124,1,437,8/23/2025,8.39,5,313,106,STR-0005549
49714479,"Studio + pvt bath, kitchenette (no cleaning fee)",1753794,Ashish,,Castro/Upper Market,37.76626,-122.43643,Entire home/apt,122,1,489,8/24/2025,9.45,5,323,128,STR-0004559
49715655,3 Bedroom apartment in the Marina District,75202634,Ana,,Marina,37.799458,-122.440491,Entire home/apt,190,30,15,8/9/2025,0.32,1,347,4,
49718825,Explore City and Nature From a Cozy Guest Suite,400992467,Adam,,Glen Park,37.73881,-122.43529,Entire home/apt,154,5,59,8/8/2025,1.31,1,207,12,10356
49738591,Perfect City Getaway to Beautiful San Francisco!,7097960,Cynthia,,Western Addition,37.78725,-122.4429,Entire home/apt,131,30,13,7/27/2024,0.28,1,279,0,
49740320,Unbeatable Mission district location for this 3bed,401165959,Keyur,,Mission,37.74992,-122.42292,Entire home/apt,250,30,5,8/16/2025,0.14,4,304,2,
49752905,North Beach Bungalow,7006615,Christy,,Russian Hill,37.80375,-122.41726,Private room,135,30,2,8/19/2023,0.05,1,252,0,
49773913,TREAT SUITE,46740514,Freddi,,Mission,37.75431,-122.41199,Private room,,3,47,7/17/2025,1.26,2,213,22,2024-001000STR
49776258,DESIGNER FLAT! Patio+Firepit+Steam rm (30-day min),559810,Liisa,,Bernal Heights,37.74810231,-122.4046914,Entire home/apt,481,30,3,7/18/2021,0.06,2,181,0,STR-0001234
49780180,Modern & luxurious 2bed Mission District Stunner!,401165959,Keyur,,Bernal Heights,37.74784,-122.42161,Entire home/apt,175,30,2,8/17/2025,0.07,4,364,1,
49797916,"Stunning views, spacious rooms, central location",15068891,Sharon,,Russian Hill,37.80043,-122.41257,Private room,158,5,8,5/23/2025,0.15,2,69,4,2023-003147STR
49802527,Beautiful Place next to Park Presidio & GG Park,5154526,Johnny,,Inner Richmond,37.78436,-122.47446,Entire home/apt,156,1,158,8/24/2025,3.04,1,13,32,STR-0005786
49832411,"La Casita - a quiet studio, Crocker Amazon area!",39651978,Linda,,Crocker Amazon,37.71076004,-122.4336231,Entire home/apt,115,3,114,8/24/2025,3.48,1,237,34,2022-011971STR
49834625,New Condo with Amazing WFH Setup and Private Patio,1671976,Stefan,,Nob Hill,37.796,-122.41101,Entire home/apt,159,30,13,5/31/2025,0.27,3,150,3,
49835338,"80 -3B2B House, Deck near FWY & Transit",401899585,Bin,,Bayview,37.72212,-122.40008,Entire home/apt,188,2,130,8/18/2025,2.94,1,125,30,2024-008884STR
49838960,Twin Peaks Oasis,4430565,Jane,,Twin Peaks,37.75227,-122.45073,Entire home/apt,265,30,21,8/20/2025,0.45,1,299,8,
49856430,Safe Downtown Private Room in Amazing Location,402067836,Lilian,,South of Market,37.77534,-122.39679,Private room,,30,0,,,1,0,0,
49859540,"#aF47 Private room for 1-2 ppl hacknsleep,com",267895362,Rocky,,Western Addition,37.7711,-122.4253,Private room,51,365,0,,,50,363,0,
49862664,"#aT47 Twin private room for 1person hacknsleep,com",267895362,Rocky,,Mission,37.76987,-122.42332,Private room,47,365,0,,,50,363,0,
49864106,#Studio38 Private Studio in a Noe Valley House.,267895362,Rocky,,Noe Valley,37.75352,-122.43037,Entire home/apt,104,365,0,,,50,363,0,
49888745,Perfect location SF Marina 1Bed apartment!,9054140,Chris,,Marina,37.80022,-122.43409,Entire home/apt,,30,1,11/5/2021,0.02,1,0,0,
49890263,Bright Modern Home and Workspace with Parking,167046,Nani,,Mission,37.74937,-122.418,Entire home/apt,,30,4,2/15/2023,0.08,2,0,0,
49927223,Candlestick Heights Cozy Haven,6001465,Danae,,Bayview,37.717886,-122.3914802,Private room,71,14,3,8/15/2025,0.6,1,317,3,2025-003596STR
49933964,SF Private entry 1bed1bath onsite parking /laundry,390856735,Li Jun,,Visitacion Valley,37.71018,-122.40372,Entire home/apt,72,30,6,8/9/2025,0.14,1,149,2,
49960883,Ocean Beach cottage,3545014,Sara,,Outer Richmond,37.77242,-122.50969,Entire home/apt,190,30,1,6/30/2023,0.04,1,119,0,
49962794,Amazing studio recently upgraded & super fast wifi,43203217,Fede,,Noe Valley,37.74733,-122.44253,Entire home/apt,93,31,1,8/20/2023,0.04,1,306,0,
49987273,Remodeled SF Vibe 1 Bedroom w/ Private Yard(W&D),116169686,Ohad,,Bayview,37.73417,-122.4015,Entire home/apt,100,30,13,2/28/2025,0.3,1,291,2,
50010586,Large Light Filled Quiet Artist built 2BR Apt,3589289,Laurel Roth,,Mission,37.757568,-122.412605,Entire home/apt,299,3,190,8/23/2025,3.73,1,153,44,STR-0004717
50025652,MTV Real World House Penthouse Flat+Roof Top,7873769,Marty,,Russian Hill,37.80283,-122.41631,Entire home/apt,745,30,0,,,6,179,0,
50034807,2B-Private bedroom and bath at Marina/Cow Hollow,157999191,Berlin,,Marina,37.80055,-122.43412,Private room,72,30,12,5/13/2025,0.26,27,314,3,
50037067,Sutro Oasis 2BR Guest suite,24643747,Helena,,Inner Sunset,37.75495,-122.45631,Entire home/apt,278,2,126,8/17/2025,2.5,1,36,21,STR-0007214
50057318,Cute and Bright Sunny Bedroom for Woman Only,137211962,Jing,,Inner Sunset,37.7633,-122.47465,Private room,,30,10,4/14/2025,0.2,6,101,2,
50064502,Beautiful Unit steps away from Beach and Marina,15674293,Mariam,,Marina,37.804,-122.43947,Private room,322,2,22,8/22/2025,0.47,2,314,7,Str-0006521
50067171,Fully Furnished Clean Studio in SOMA,101579609,Tuyet,,South of Market,37.77733,-122.40859,Entire home/apt,80,30,5,11/6/2022,0.1,1,58,0,
50070597,Bright Centrally Located Cozy Studio Welcomes You!,401286558,Dorian Jamal,,Mission,37.75873,-122.42394,Entire home/apt,81,30,1,5/14/2022,0.02,1,274,0,
50100184,Modern 1 Bedroom Condo Near Moscone and Salesforce,14104528,Joseph,,South of Market,37.78543,-122.3956,Entire home/apt,120,30,17,8/2/2025,0.35,1,156,7,
50115550,Design Loft on Guy Place + Secure Garage Parking,69699441,Spiro,,South of Market,37.78514,-122.39431,Entire home/apt,,30,14,8/11/2025,0.28,1,191,3,3749166
50136259,Single Family Home with Nice Deck and Views,8873382,Douglas,,Bayview,37.73247,-122.39414,Entire home/apt,182,30,4,7/8/2024,0.11,1,335,0,
50138177,Modern/Luxe Private Suite In Classic Victorian,699889,Neha,,Western Addition,37.78013152,-122.4345963,Entire home/apt,202,3,113,8/27/2025,4.25,1,147,49,STR-0006349
50159258,Charming Suite - self check-in & parking near SFO,404429929,Hui,,Visitacion Valley,37.71293,-122.41278,Entire home/apt,97,1,291,8/24/2025,5.65,1,251,50,STR-0007042
50169742,79b SFSU/Parkside spacious masterstew/ocean vw,131200418,Lois,,Parkside,37.74249,-122.47512,Private room,68,30,10,9/4/2024,0.2,21,365,1,
50188513,Beautiful Modern-Studio - N. Beach/Telegraph Hill,330745922,Connie,,North Beach,37.80013,-122.40548,Entire home/apt,169,30,9,7/29/2025,0.21,5,228,2,
50191012,Lovely Modern Renovated - N. Beach/Telegraph Hill,330745922,Connie,,North Beach,37.80141,-122.40602,Entire home/apt,226,30,16,8/30/2025,0.32,5,303,3,
50191488,"3BR/2.5BA SF Gem, Minutes to Golden Gate Bridge!",405088582,Viktoria,,Outer Richmond,37.77536,-122.48057,Entire home/apt,194,30,67,11/8/2024,1.31,1,69,1,pending
50196447,Modern 1bed condo in the SF Mission district,189845056,Mili,,Mission,37.74985,-122.42127,Entire home/apt,199,30,8,8/17/2025,0.16,1,245,2,
50212186,Artist's Private Mission Garden Cottage,2018231,Hiromi,,Mission,37.75452,-122.41415,Entire home/apt,172,30,15,8/9/2025,0.36,1,280,4,
50216842,"Castro: Garden retreat, home office, parking, yard",1443329,Bradley,,Castro/Upper Market,37.76089,-122.43059,Entire home/apt,200,30,8,5/12/2025,0.17,1,38,3,
50232357,Bright &cute 2 bedroom home in SF -family friendly,291050,Ka,,Bayview,37.71913218,-122.3956983,Entire home/apt,103,30,13,4/20/2025,0.26,2,194,5,2024-003985STR
50242959,"Fresh, Contemporary Central Sunset 2-Bed Home",988375,Jennifer,,Outer Sunset,37.75581,-122.48659,Entire home/apt,288,3,51,6/8/2025,1.01,17,14,8,STR-0005164
50246512,Studio Suite w/ private entrance and parking,2607120,Gregory,,Excelsior,37.71738,-122.43535,Entire home/apt,137,21,63,8/2/2025,1.24,1,235,7,2024-007537STR
50249557,Charming Russian Hill  studio with fantastic views,27378744,Raj,,Russian Hill,37.79823,-122.41246,Entire home/apt,126,30,9,11/30/2024,0.25,2,268,2,
50265268,bright and roomy studio apartment,405833235,Simone,,Outer Sunset,37.75453,-122.49828,Entire home/apt,,30,102,6/16/2025,2.02,1,15,1,str-0003952
50271268,"Clean, quiet and central",3926041,Jason,,Western Addition,37.774323,-122.43644,Private room,109,2,363,8/30/2025,7.12,3,206,97,STR-0001502
50285215,Convenient place Private bathrm Transp &Market 9B3,9219277,Henry,,Parkside,37.74365,-122.47613,Private room,57,30,7,6/2/2025,0.14,14,160,3,
50290160,Central & Spacious South Beach 2 bedroom apartment,122922522,Diego,,South of Market,37.78537,-122.39565,Entire home/apt,175,30,7,4/30/2025,0.16,8,307,3,
50292861,Lovely sunset studio apt Cozy w/ patio,46613919,David,,Outer Sunset,37.76116,-122.48542,Entire home/apt,81,30,4,4/15/2024,0.08,5,335,0,
50306339,Russian Hill/Ghirardelli Square San Francisco,74021003,Jaqi,,Russian Hill,37.80639,-122.42157,Entire home/apt,629,2,1,7/16/2021,0.02,1,156,0,Timeshare
50323617,Alta Plaza Suite,91333416,Jan,,Pacific Heights,37.7908263,-122.4352873,Entire home/apt,,30,12,8/9/2025,0.25,22,0,5,
50331188,2 Bedrooms private bath short walk to GG Park SF,404949384,Yee Hung,,Inner Richmond,37.77417,-122.4658,Private room,99,1,228,8/7/2025,4.45,1,214,47,2024-002743STR
50335212,"Public Trsp *, Private, Clean In Lively Part/ SF",4304238,Melik,,South of Market,37.77311,-122.41917,Private room,48,60,13,5/1/2024,0.26,2,257,0,
50338646,Residential hotel near Union Square SF room#12,115849,Hiromi,,Downtown/Civic Center,37.7887,-122.41302,Private room,72,32,8,3/31/2025,0.17,12,180,1,
50350639,Private oasis in SF downtown,2892809,Juliusz,,Financial District,37.79766,-122.4001,Entire home/apt,,84,1,5/22/2024,0.06,1,0,0,
50365548,"3-BR Unit near GG Park with Garden, Gym & Parking",43050384,Hua,,Outer Sunset,37.75769,-122.47922,Entire home/apt,244,1,328,8/27/2025,6.4,1,278,63,STR-0003572
50376815,One bedroom house in SF,57068872,Meihua,,Visitacion Valley,37.71234,-122.39937,Entire home/apt,85,30,6,8/27/2023,0.12,3,308,0,
50379946,Luxury Soma Condo with Bay Bridge Views!,92974335,Neilesh,,South of Market,37.78877,-122.39056,Entire home/apt,203,30,5,10/23/2024,0.1,1,230,1,
50380218,CASABLANCA -Grand Edwardian View home,406974141,Swapna,,Inner Sunset,37.76393,-122.45396,Entire home/apt,1330,3,19,8/10/2025,0.39,1,348,4,2024-003406STR
50384342,City View Queen Room-Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.78573,-122.41041,Private room,,1,0,,,9,0,0,483903
50384491,City View King Room- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.78524,-122.4113,Private room,,1,0,,,9,0,0,483903
50384522,Two Double Room- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.78714,-122.41207,Private room,,1,0,,,9,0,0,483903
50384553,City View Two Double Room- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.78716,-122.41253,Private room,,1,0,,,9,0,0,483903
50384582,Urban Suite- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.78536,-122.41088,Private room,,1,0,,,9,0,0,483903
50384606,Serenity Suite- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.7871,-122.41077,Private room,,1,0,,,9,0,0,483903
50384637,One Bedroom Suite- Hotel Spero,303137606,Hotel Spero,,Downtown/Civic Center,37.7852,-122.41239,Private room,,1,0,,,9,0,0,483903
50384670,Mobility/Hearing Accessible Serenity Suite,303137606,Hotel Spero,,Downtown/Civic Center,37.78549,-122.41061,Private room,,1,0,,,9,0,0,483903
50392940,Cozy Updated Studio Near Fisherman’s Wharf,387801231,Coleman,,Russian Hill,37.80587,-122.420876,Entire home/apt,89,30,17,5/23/2025,0.35,11,282,5,
50429144,43C SFSU/lake Merced spacious master-ensuite,131200418,Lois,,Lakeshore,37.72955,-122.48955,Private room,67,1,59,5/19/2025,1.15,21,249,11,STR-0005401
50444103,Garden Studio Retreat or Remote Office,1393654,Gary,,Bernal Heights,37.74488,-122.41358,Entire home/apt,,3,100,9/1/2024,2.01,1,0,1,2024-004179STR
50452457,44D SFSU-Lakeshore cozy rm shared ba private entry,131200418,Lois,,Lakeshore,37.72992,-122.4892,Private room,54,1,47,8/4/2025,0.97,21,365,7,2024-007973STR
50460894,Happy peaceful one bedroom apartment with view,130007762,Suresh,,Haight Ashbury,37.76631,-122.44762,Entire home/apt,,30,0,,,1,0,0,
50465584,Furnished 3BD 3BR Spectacular Views San Francisco,34423369,Henda,,Twin Peaks,37.75612043,-122.4417499,Entire home/apt,,365,23,6/29/2024,0.96,1,0,0,2023-005578STR
50488310,Dreamforce Deluxe Wyndham Suite #14 - Walk to DF!,5805679,Laurence,,Downtown/Civic Center,37.78782,-122.4138,Private room,,4,0,,,31,0,0,TIMESHARE
50489340,Orange Village Hostel - Full Size Bed w/Bathroom,76841544,Steve,,Downtown/Civic Center,37.78504,-122.41254,Private room,87,1,174,8/23/2025,3.49,9,240,58,475941
50489368,(B) Furnished Efficiency Studio near Union Square,190158687,Christine,,Chinatown,37.79063,-122.40867,Entire home/apt,,30,1,8/12/2021,0.02,1,0,0,
50498486,Exquisitely updated 3bed SF condo in the Mission,401165959,Keyur,,Mission,37.74991,-122.42286,Entire home/apt,356,30,8,2/10/2025,0.16,4,335,2,
50509087,Stunning luxury condo with best views in SF!,2093773,Brandon,,Financial District,37.79711,-122.39907,Entire home/apt,600,30,1,10/2/2023,0.04,1,178,0,
50527012,"Modrn Penthouse,  A.C.,   Hi Wlk Score,Downtwn",24776510,John,,South of Market,37.77072,-122.42143,Entire home/apt,,30,9,8/10/2024,0.18,1,139,0,
50540365,Studio loft in SOMA,503596,Amanda,,South of Market,37.77914,-122.40725,Entire home/apt,190,30,22,8/9/2025,0.47,1,164,5,
50547275,#ID1326 Sunny room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.78943,-122.41943,Private room,60,365,0,,,50,363,0,
50547535,The Hidden Gem At Nob Hill in the Heart of SF,29591034,Brian,,Nob Hill,37.78874,-122.42099,Entire home/apt,283,3,134,8/29/2025,3.18,3,294,55,STR-0007315
50547559,#aF1326 Private room for 1-2 near UnionSq/Downtown,267895362,Rocky,,Nob Hill,37.78931,-122.41987,Private room,50,365,0,,,50,363,0,
50547744,#lT1326 Twin Size private room @hacknsleep,267895362,Rocky,,Nob Hill,37.79083,-122.41759,Private room,47,365,0,,,50,363,0,
50549243,Hayes Valley 1bd Victorian House - Ideal Location,737738,Ting Ting,,Western Addition,37.77315,-122.42634,Entire home/apt,,6,27,5/17/2025,0.53,1,0,5,STR-0005163
50581810,Sunset Garden Private Suite with Free Parking,43453992,Yuching,,Outer Sunset,37.74872,-122.49485,Entire home/apt,177,1,300,8/16/2025,7.12,1,226,62,STR-0005513
50617578,Private Room Special #1 in Bayview,27123550,Jacquelyn,,Bayview,37.73288,-122.38755,Private room,56,30,8,10/13/2024,0.16,4,272,1,
50618497,Private Guests suite w/Ocean View B,264577957,Athanasios,,Outer Sunset,37.75577,-122.50599,Entire home/apt,123,2,259,8/17/2025,5.13,2,205,63,STR-0004839
50622262,Fanciful Fortress Noe Valley,8585109,Thea,,Noe Valley,37.74278,-122.43433,Private room,117,2,81,8/15/2025,1.6,3,154,6,STR-0007142
50623131,Orange Village Hostel - Twin Beds w/Bathroom,76841544,Steve,,Downtown/Civic Center,37.78113,-122.4156,Private room,88,1,122,7/14/2025,2.47,9,239,12,475941
50623567,Orange Village Hostel - Triple Bed w/Bathroom,76841544,Steve,,Downtown/Civic Center,37.785835,-122.411598,Private room,,1,73,8/11/2025,1.46,9,239,9,475941
50623787,Orange Village Hostel - Queen Bed w/Bathroom,76841544,Steve,,Downtown/Civic Center,37.78542,-122.41077,Private room,113,1,14,3/21/2025,0.28,9,234,2,475941
50661344,Modern Urban Oasis in the Heart of the City,394914577,Gail,,Haight Ashbury,37.76392,-122.44741,Entire home/apt,162,2,101,8/11/2025,2.82,1,243,35,2022-008457STR
50663591,"Spacious, central 2BR/2BA -views, garden & parking",2484584,Atambir,,Castro/Upper Market,37.75708,-122.43756,Entire home/apt,293,30,5,8/2/2025,0.1,1,264,2,pending
50679278,Large Art Filled Suite next to the Painted Ladies!,704771,Giulia,,Western Addition,37.77864,-122.43146,Private room,143,1,231,8/15/2025,4.58,1,209,27,STR-0006915
50681643,Cozy and stylish studio in downtown San Francisco,1218853,Yuzhou,,South of Market,37.7798,-122.41034,Entire home/apt,137,30,11,9/1/2024,0.22,1,229,1,
50700085,Garden cottage on golden gate park,3871459,Giuliano,,Inner Richmond,37.77754,-122.47567,Entire home/apt,,30,6,9/9/2021,0.12,1,1,0,1125671
50725440,Modern Bernal house with views!,144926,Jonathan,,Bernal Heights,37.73352113,-122.4191043,Entire home/apt,495,5,7,7/8/2025,0.52,1,105,6,2024-004219STR
50730080,Kings Landing!,409952387,Benjamin,,Haight Ashbury,37.77040607,-122.4428305,Entire home/apt,543,3,9,8/8/2025,0.23,1,359,1,STR-0002407
50733860,Adorable 1 bedroom guesthouse with patio,259056393,Henry,,Potrero Hill,37.7575,-122.40179,Entire home/apt,320,30,12,8/16/2025,0.26,1,289,1,
50734589,Filbert Cottage,30437251,Steve,,Russian Hill,37.7993,-122.41903,Entire home/apt,311,30,21,1/17/2025,0.48,1,330,1,City registration pending
50749922,"Space, light, epic views and easy parking",15376205,Simon,,Bayview,37.71425,-122.38943,Private room,,1,8,8/9/2025,0.16,5,0,2,2022-005766STR
50766515,Chic 2-Bedroom Retreat in SF Mission District,401165959,Keyur,,Mission,37.74856,-122.42105,Entire home/apt,176,30,6,6/14/2025,0.12,4,237,2,
50770499,Fast WiFi- Pet Friendly 1-BD w/ Patio in Mission,347434681,Oriel,,Western Addition,37.77064,-122.42554,Entire home/apt,128,30,14,6/6/2025,0.29,1,275,2,
50774565,Bright & modern 2 BEDS NEAR SF Zoo | Easy Parking,410336981,Loc,,Parkside,37.7369,-122.50005,Entire home/apt,1000,30,2,1/16/2023,0.04,2,353,0,
50799581,Adorable studio. Free parking,405598639,Aleksandra,,Outer Mission,37.72613,-122.44654,Entire home/apt,106,1,227,8/29/2025,4.56,2,247,47,STR-0006930
50826010,Hayes Valley Flat in the Heart of San Francisco,410863411,Louis,,Western Addition,37.77395,-122.42404,Entire home/apt,196,30,87,7/31/2025,1.74,1,360,2,STR-0005065
50827199,Gorgeous Modern Bedroom w/ Private Spa Bathroom,10538570,Anna,,West of Twin Peaks,37.73611,-122.45552,Private room,99,1,19,10/2/2024,0.38,3,360,1,STR-0004821
50832759,Cozy PRIVATE Getaway in the heart of Noe Valley,1422894,Lauren,,Noe Valley,37.74798,-122.42827,Entire home/apt,132,3,129,8/22/2025,2.57,1,199,29,STR-0005433
50834115,Harry potter theme suite near ocean beach,189949162,Joey,,Outer Sunset,37.74574,-122.50511,Private room,83,1,360,8/31/2025,7.11,5,143,65,STR-0005723
50880610,Modern 1-Bd Apt in Trendy Hayes Valley + Amenities,25079039,Mohammed,,Downtown/Civic Center,37.77772,-122.41834,Entire home/apt,,30,4,8/14/2022,0.09,1,0,0,
50896231,"Great location Castro/Mission Dolores 3 br, 2 ba",20900027,Nuannoi,,Mission,37.76651,-122.42593,Entire home/apt,228,30,8,3/20/2025,0.2,5,300,2,
50901173,Lovely Garden Flat in Victorian Building,75975367,Colin,,Western Addition,37.78408,-122.44227,Entire home/apt,164,30,50,1/20/2025,1.04,1,243,6,pending
50904287,Secluded Home with Views of Skyline and Twin Peaks,353525007,Susan,,Bernal Heights,37.74541,-122.4085,Entire home/apt,400,2,204,8/24/2025,4.08,1,48,52,STR-0006099
50920396,#3 UCSF Cole valley Victorian classic 1bd-1ba Apt.,131200418,Lois,,Haight Ashbury,37.76467,-122.44816,Entire home/apt,126,30,14,8/16/2025,0.29,21,254,1,
50936636,Cheerful and Cozy Apartment with Patio,144910053,Anna,,Parkside,37.74372,-122.47458,Entire home/apt,179,2,177,8/27/2025,4.48,1,143,60,2022-004888STR
50940300,"Large luxe space, epic views and easy parking",15376205,Simon,,Bayview,37.71651,-122.38939,Entire home/apt,504,1,3,6/26/2022,0.06,5,23,0,2022-005766STR
50998419,"Bernal Bungalow  2 Bd/2 Ba 30day, King/Queen Beds",78625540,Leonard Raymond,,Bernal Heights,37.73856,-122.41591,Entire home/apt,154,30,11,7/31/2025,0.23,1,297,2,
51002009,2 Bedroom 1 bath  apartment,73664622,Matt,,Outer Mission,37.72064,-122.44384,Entire home/apt,,180,7,7/16/2023,0.19,1,88,0,2022-009209STR
51044188,Smiles await! SanFrancisco Pet-Friendly Apt w Yard,412979963,Maki,,Outer Richmond,37.777756,-122.478989,Entire home/apt,150,1,185,8/16/2025,3.73,1,186,73,2023-005632STR
51047517,"Cozy 2 bedrooms, 1 bath in San Francisco city",20900027,Nuannoi,,Castro/Upper Market,37.76696,-122.42806,Entire home/apt,159,30,4,8/23/2025,0.22,5,356,2,
51047707,Lovely room in renovated Apt in Central SF,403702270,Joyce,,South of Market,37.78128,-122.39844,Private room,80,30,9,6/17/2025,0.2,1,169,2,
51048784,"2 bedrooms -Clean, quiet and centrally located",3926041,Jason,,Western Addition,37.774323,-122.43644,Private room,244,2,46,8/10/2025,1.23,3,292,12,STR-0001502
51050512,Private Suite By Golden Gate Park and UCSF,10556833,Xunyi,,Inner Sunset,37.76176,-122.45366,Entire home/apt,159,1,174,8/29/2025,3.46,1,87,37,STR-0005162
51065674,Lovely 2 Bedroom Apt in SF- Mins from Golden Gate!,413175220,Susan,,Outer Richmond,37.7842,-122.48576,Entire home/apt,301,30,27,8/17/2024,0.54,1,89,0,pending
51072776,Modern Luxury Retreat with Spectacular Views,10508610,Daria,,Outer Mission,37.72696,-122.44825,Private room,99,1,29,6/22/2025,1.45,2,351,15,2023-010744STR
51087652,Noe Valley Gem,8177674,Rajat,,Noe Valley,37.74611,-122.42495,Entire home/apt,,30,2,5/21/2024,0.06,1,0,0,
51099172,1BR Cozy Condo at San Francisco,410094341,Park Royal Powell Place At Nob Hill,,Chinatown,37.79236,-122.40803,Entire home/apt,,1,1,7/15/2022,0.03,39,100,0,Exempt
51103339,Powell Place at Nob Hill Original 1BR Condo,410094341,Park Royal Powell Place At Nob Hill,,Nob Hill,37.79241,-122.40972,Entire home/apt,304,1,0,,,39,10,0,Exempt
51103827,San Francisco Delight at Powell Place,410094341,Park Royal Powell Place At Nob Hill,,Chinatown,37.79205,-122.408,Entire home/apt,288,1,2,7/15/2022,0.05,39,81,0,Exempt
51104031,The Ultimate San Fran Vacation at Powell Place,410094341,Park Royal Powell Place At Nob Hill,,Nob Hill,37.79036,-122.40989,Entire home/apt,304,1,0,,,39,7,0,Exempt
51104185,Art & Culture at Your Doorstep: Powell Place,410094341,Park Royal Powell Place At Nob Hill,,Chinatown,37.79215,-122.40765,Entire home/apt,261,1,1,6/10/2022,0.03,39,88,0,Exempt
51104324,Powell Place Fabulous Studio at Nob Hill,410094341,Park Royal Powell Place At Nob Hill,,Nob Hill,37.79233,-122.40992,Entire home/apt,304,1,0,,,39,7,0,Exempt
51106622,Urban Oasis in the Mission,11515755,Darren,,Mission,37.75821,-122.41447,Entire home/apt,203,2,153,8/6/2025,3.12,1,42,41,2024-004177str
51149828,Studio Queen in Haight-Ashbury Boutique Hotel,413946516,The Metro Hotel,,Haight Ashbury,37.77362,-122.43836,Private room,389,1,0,,,8,0,0,170132
51171028,Standard Queen in Haight-Ashbury Boutique Hotel,413946516,The Metro Hotel,,Haight Ashbury,37.77333,-122.43793,Private room,276,1,57,8/14/2025,1.25,8,351,11,170132
51171654,Standard Double in Haight-Ashbury Boutique Hotel,413946516,The Metro Hotel,,Western Addition,37.77327,-122.43686,Private room,251,1,78,5/29/2024,1.65,8,346,0,170132
51172223,Premium Two Queen in Haight-Ashbury Hotel,413946516,The Metro Hotel,,Haight Ashbury,37.7714,-122.43869,Private room,,1,34,7/13/2025,0.7,8,311,8,170132
51172285,Marina Tranquility,78305879,Angelica,,Marina,37.80549,-122.43932,Entire home/apt,623,2,54,8/17/2025,1.09,1,69,13,5165
51172351,Haight Ashbury Room in Boutique Hotel,413946516,The Metro Hotel,,Haight Ashbury,37.77196,-122.4383,Private room,,1,50,7/28/2025,1.05,8,305,12,170132
51172461,Deluxe Double + Queen in Haight-Ashbury Hotel,413946516,The Metro Hotel,,Western Addition,37.77166,-122.43671,Private room,364,1,4,2/11/2024,0.1,8,315,0,170132
51172867,Standard Two Twin in Haight-Ashbury Boutique Hotel,413946516,The Metro Hotel,,Western Addition,37.77345,-122.43716,Private room,289,1,1,4/30/2024,0.06,8,318,0,170132
51173285,Two Double in Haight-Ashbury Boutique Hotel,413946516,The Metro Hotel,,Western Addition,37.77141,-122.43709,Private room,351,1,8,3/17/2024,0.16,8,321,0,170132
51179922,"Noe Valley/Dolores Heights Oasis, 30 Day Min.",535845,Joanne,,Mission,37.75153,-122.42301,Entire home/apt,,30,6,7/29/2025,0.14,1,40,1,1127575
51197292,Bohemian Sanctuary in Mission,353420186,Mona,,Mission,37.76265,-122.42014,Entire home/apt,,30,1,11/2/2024,0.1,1,0,1,
51199210,Beautiful downtown San Francisco apartment,122922522,Diego,,South of Market,37.78555,-122.39549,Entire home/apt,195,30,13,8/16/2025,0.29,8,348,2,
51216972,Sunny Noe Valley/Bernal Heights Garden Studio,93475120,Sven-Thorsten,,Noe Valley,37.74717851,-122.425368,Entire home/apt,131,1,153,8/16/2025,4.04,1,294,42,2022-005814STR
51248089,Sunlit Guest Room Steps From Golden Gate Park,89685111,Natasja,,Inner Richmond,37.7747,-122.46873,Private room,72,30,4,5/13/2025,0.1,3,303,1,
51250970,Peaceful Mid-Century Modern Gem,8030315,Sebastian,,Excelsior,37.72523,-122.40763,Entire home/apt,155,30,9,1/16/2025,0.2,1,279,2,
51265257,1 Room in a 2 BR in quiet SF neighborhood,16762410,Benoîte,,Western Addition,37.78203,-122.4419,Private room,91,3,167,8/17/2025,3.84,1,62,23,2024-001207STR
